,PK_PERSON,CREATED,Hire,Expire,job_title,position_title,grade_title,function_title,business_unit_name,department_name,location_title,country,location_country
429,10363478,2018-10-11,2018-10-10,2020-03-16,,,,Fulfillment,,Operations,,IRELAND,
430,10460408,2018-11-09,2018-11-01,2019-10-07,,,,Fulfillment,,Operations,,UNITED STATES,
431,15497061,2021-03-09,2021-03-08,2021-09-28,E-commerce Specialist,"E-commerce Specialist, Merchandise (Position Vacate:09/24/2021)",Salary,EC- North America,Global E-commerce (Sarah Whitman),Global E-commerce,LOC-0001,UNITED STATES,UNITED STATES - LOC-0001
432,9487402,2018-04-13,2018-04-11,2019-03-26,,,,Customer Service,,Operations,,IRELAND,
433,10495200,2018-11-23,2018-11-26,2019-06-13,,,,Customer Service,,Operations,,IRELAND,
434,9312720,2018-02-05,2018-02-07,2020-04-07,,,,Customer Service,,Operations,,IRELAND,
435,11804754,2019-08-20,2019-08-19,2021-03-17,Marketing Automation Specialist,Marketing Automation Specialist (Position Vacate:03/12/2021),Salary,BM- Technology & Analytics,Global Brand Marketing (Patti Fletcher),Global Marketing,LOC-0001,UNITED STATES,UNITED STATES - LOC-0001
436,11314243,2019-06-25,2019-06-24,2019-06-25,,,,Marketing Programs,,Marketing,,UNITED STATES,
437,3218399,2012-12-27,2013-01-01,2019-12-30,,,,Marketing Creative,,Marketing,,UNITED STATES,
438,12635701,2020-02-24,2020-03-04,2020-03-02,,,,Customer Service,,Operations,,IRELAND,
439,10737849,2019-01-24,2019-01-14,2019-10-07,,,,Fulfillment,,Operations,,UNITED STATES,
440,10792886,2019-02-11,2019-02-11,2019-02-11,,,,Customer Service,,Operations,,IRELAND,
441,9568356,2018-05-16,2018-05-07,2019-06-03,,,,Marketing Programs,,Marketing,,UNITED STATES,
442,11025114,2019-04-09,2019-04-10,2019-09-23,,,,Customer Service,,Operations,,IRELAND,
443,11231824,2019-06-04,2019-06-03,2019-08-20,,,,Marketing Creative,,Marketing,,UNITED STATES,
444,9241093,2018-01-10,2017-12-08,2019-01-25,,,,Fulfillment,,Operations,,UNITED STATES,
445,4876708,2014-10-22,2012-03-05,2019-02-06,,,,Customer Service,,Operations,,IRELAND,
446,1905695,2010-05-10,2010-05-04,2019-04-15,,,,Purchasing,,Operations,,IRELAND,
447,6202282,2015-10-05,2015-10-05,2020-10-24,,,,Global Business Systems Group,,Operations,,IRELAND,
448,9241094,2018-01-10,2017-12-08,2019-01-25,,,,Fulfillment,,Operations,,UNITED STATES,
449,11146678,2019-05-08,2019-05-08,2019-07-10,,,,Global Business Systems Group,,Operations,,IRELAND,
450,6178243,2015-09-25,2015-09-01,2019-01-25,,,,Fulfillment,,Operations,,UNITED STATES,
451,9672758,2018-06-19,2018-06-18,2020-01-10,,,,Marketing Communications,,Marketing,,UNITED STATES,
452,13901244,2020-10-19,2020-10-14,2022-09-16,Junior Administrator E-commerce,P-01307 Junior Administrator E-commerce (Position Vacate:09/15/2022),Salary,EC- International,Global E-commerce (Sarah Whitman),Global E-commerce,LOC-0003,IRELAND,IRELAND - LOC-0003
453,11143045,2019-05-07,2019-05-07,2019-08-23,,,,Customer Service,,Operations,,IRELAND,
454,8749795,2017-09-26,2017-09-25,2019-06-07,,,,Marketing Creative,,Marketing,,UNITED STATES,
455,6605682,2016-02-24,2016-02-22,2020-02-19,,,,Marketing Programs,,Marketing,,UNITED STATES,
456,10401351,2018-10-25,2018-10-26,2020-04-14,,,,Customer Service,,Operations,,IRELAND,
457,9487401,2018-04-13,2018-04-11,2019-08-07,,,,Customer Service,,Operations,,IRELAND,
458,10398812,2018-10-24,2018-10-25,2019-08-23,,,,Customer Service,,Operations,,IRELAND,
459,11264936,2019-06-11,2019-06-10,2019-10-07,,,,Fulfillment,,Operations,,UNITED STATES,
460,10495198,2018-11-23,2018-11-26,2019-10-18,,,,Product Management,,Product Management,,IRELAND,
461,11226032,2019-06-03,2019-06-03,2020-06-03,,,,Product Management,,Product Management,,UNITED STATES,
462,10802111,2019-02-14,2019-02-11,2019-11-28,,,,Development,,IT,,IRELAND,
463,5996840,2015-07-15,2015-07-13,2019-04-23,,,,Systems,,IT,,IRELAND,
464,10495712,2018-11-23,2018-11-26,2019-10-07,,,,Development,,IT,,BELARUS,
465,12037459,2019-10-11,2019-10-10,2019-10-11,,,,Development,,IT,,BELARUS,
466,12742277,2020-03-27,2020-03-16,2020-06-09,,,,Implementations,,IT,,BELARUS,
467,9319259,2018-02-08,,2019-01-07,,,,Implementations,,IT,,BELARUS,
468,11767740,2019-08-07,2019-08-07,2020-04-29,,,,Implementations,,IT,,IRELAND,
469,10369098,2018-10-12,2018-10-15,2019-02-07,,,,Development,,IT,,IRELAND,
470,4549168,2014-05-08,,2019-04-23,,,,Development,,IT,,BELARUS,
471,4290095,2014-02-19,2011-01-12,2019-10-08,,,,Development,,IT,,BELARUS,
472,8198957,2017-06-02,2017-05-29,2019-10-07,,,,Development,,IT,,BELARUS,
473,12244937,2019-10-31,2019-10-28,2019-12-23,,,,Implementations,,IT,,BELARUS,
474,9775246,2018-07-13,2018-07-18,2020-02-21,,,,Implementations,,IT,,IRELAND,
475,7896231,2017-03-08,2017-02-28,2019-09-17,,,,Implementations,,IT,,IRELAND,
476,5291800,2015-02-23,2014-12-15,2019-10-08,,,,Implementations,,IT,,BELARUS,
477,9397355,2018-03-12,,2020-04-07,,,,Implementations,,IT,,BELARUS,
478,9727545,2018-07-05,2018-07-04,2019-12-19,,,,Development,,IT,,IRELAND,
479,10188888,2018-09-11,2018-09-12,2019-09-17,,,,Systems,,IT,,IRELAND,
480,8374176,2017-07-11,2017-07-17,2019-12-02,,,,Architects,,IT,,IRELAND,
481,7097076,2016-08-08,2016-07-08,2019-11-18,,,,Development,,IT,,IRELAND,
482,12206963,2019-10-23,2019-10-23,2019-10-31,,,,Systems,,IT,,IRELAND,
483,11104799,2019-04-23,2019-02-19,2020-02-13,,,,Development,,IT,,BELARUS,
484,4290124,2014-02-19,,2020-02-13,,,,Development,,IT,,IRELAND,
485,12622774,2020-02-18,2020-02-19,2020-08-19,,,,Development,,IT,,IRELAND,
486,4801365,2014-09-02,2014-09-01,2019-07-10,,,,Development,,IT,,IRELAND,
487,12261223,2019-11-04,2019-11-06,2020-02-21,,,,Implementations,,IT,,IRELAND,
488,10896391,2019-03-11,2019-03-13,2019-06-04,,,,Implementations,,IT,,IRELAND,
489,8198955,2017-06-02,2017-06-05,2019-04-23,,,,Implementations,,IT,,BELARUS,
490,8774878,2017-10-06,,2019-04-23,,,,Development,,IT,,BELARUS,
491,4290130,2014-02-19,2012-07-16,2020-04-30,,,,Development,,IT,,BELARUS,
492,11753034,2019-08-01,2019-07-29,2020-03-05,,,,Development,,IT,,BELARUS,
493,10372818,2018-10-15,,2019-11-26,,,,Development,,IT,,IRELAND,
494,11413040,2019-07-17,2019-07-17,2019-07-25,,,,Implementations,,IT,,IRELAND,
495,10667900,2019-01-09,2019-01-08,2019-08-23,,,,Development,,IT,,BELARUS,
496,6679615,2016-03-15,2016-03-10,2019-02-18,,,,Development,,IT,,BELARUS,
497,10369099,2018-10-12,,2019-08-23,,,,Development,,IT,,BELARUS,
498,9727547,2018-07-05,2018-07-04,2019-09-02,,,,Development,,IT,,IRELAND,
499,4792844,2014-08-26,2014-08-25,2019-02-01,,,,Development,,IT,,IRELAND,
500,10473674,2018-11-15,2018-11-12,2019-10-07,,,,Development,,IT,,BELARUS,
501,12718672,2020-03-16,,2020-07-27,,,,Development,,IT,,IRELAND,
502,9187465,2017-12-28,2018-01-03,2019-06-04,,,,Development,,IT,,IRELAND,
503,9350648,2018-02-20,2018-02-21,2019-07-01,,,,Development,,IT,,IRELAND,
504,12367736,2019-12-03,2019-12-04,2020-03-26,,,,Systems,,IT,,IRELAND,
505,11753033,2019-08-01,2019-07-25,2020-08-05,,,,Development,,IT,,BELARUS,
506,4913537,2014-11-04,2014-10-21,2019-09-24,,,,Systems,,IT,,UNITED STATES,
507,8597630,2017-08-30,2017-08-07,2020-04-07,,,,Implementations,,IT,,BELARUS,
508,30050137,2025-02-06,2025-02-19,2025-08-18,Senior Software Engineer,"P-02472 Senior Manager, Engineering (Position Vacate:08/15/2025)",P4,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
509,11296319,2019-06-20,2019-06-19,,Senior Software Engineer,P-00500 Senior Software Engineer,P4,Engineering,Technology (Jonathan Hyland),Technology,LOC-0031,IRELAND,IRELAND - LOC-0031
510,28924117,2024-08-14,2024-08-14,,"Manager, Engineering","P-02297 Manager, Engineering",M3,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
511,30050133,2025-02-06,2025-02-05,2025-08-11,Software Engineer Intern,P-02519 Software Engineer Intern (Position Vacate:08/08/2025),P1,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
512,5260134,2015-02-03,2015-02-02,,"Vice President, Deputy General Counsel","P-00166 Vice President, Deputy General Counsel",EXEC,Executive Leadership,Finance & Legal (Steve Cromwell),Legal,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
513,69005,2004-02-04,2001-07-16,,Chief Technology Officer,P-00005 Chief Technology Officer,EXEC,Executive Leadership,,Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
514,11146683,2019-05-08,2019-05-08,2023-09-11,Principal Engineer,P-01919 Technology Principal (Position Vacate:09/05/2023),P5,Architecture,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
515,29992192,2025-01-23,2025-01-21,,Senior Contracts Counsel,P-02549 Senior Contracts Counsel,P4,Legal,Finance & Legal (Steve Cromwell),Legal,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
516,4290104,2014-02-19,2012-07-09,2024-07-01,Senior Front End Developer,P-00740 Independent Contractor,,Engineering,Technology (Jonathan Hyland),Technology,Poland_EPAM,BELARUS,BELARUS - Poland_EPAM
517,19294693,2022-01-04,2022-01-04,2025-08-27,Senior Software Engineer,P-01345 Senior Software Engineer,P4,Architecture,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
518,23736326,2022-10-18,2022-10-18,,Machine Learning Engineer III,P-01884 Machine Learning Engineer III,P3,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
519,4298263,2014-02-26,2014-02-03,,Senior IT Security Engineer,P-00122 Senior IT Security Engineer,P4,InfoSec,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
520,18623159,2021-11-18,2021-11-17,,Senior Data Engineer,P-01344 Senior Data Engineer,P4,Architecture,Technology (Jonathan Hyland),Technology,LOC-0031,IRELAND,IRELAND - LOC-0031
521,24076490,2022-11-16,2022-11-16,,QA Engineer III,P-01906 QA Engineer III,P3,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-349,IRELAND,IRELAND - LOCATION-3-349
522,28314163,2024-05-06,2024-05-02,,Senior Software Engineer,P-02383 Independent Contractor,,Architecture,Technology (Jonathan Hyland),Technology,LOCATION-3-308,BELARUS,BELARUS - LOCATION-3-308
523,6202286,2015-10-05,2015-10-01,,QA Engineer III,P-00784 Independent Contractor,,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-173,BELARUS,BELARUS - LOCATION-3-173
524,12622773,2020-02-18,2020-02-19,2021-05-11,Sr. Software Engineer,Sr. Software Engineer (Position Vacate:05/07/2021),Salary,TC- Engineering,Global Technology & Product (Jonathan Hyland),Global Technology & Product,LOC-0003,IRELAND,IRELAND - LOC-0003
525,27378579,2023-12-08,2023-12-06,,Software Engineer III,P-02137 Software Engineer III,P3,Architecture,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
526,24674778,2023-01-04,2023-01-04,2023-05-23,Product Designer,P-01907 Senior Product Associate/Specialist,P3,Product Design,Product (Christopher Campbell),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
527,1716895,2009-12-11,2009-11-30,,Principal Engineer,P-00041 Principal Software Engineer,P5,Engineering,Technology (Jonathan Hyland),Technology,LOC-0031,IRELAND,IRELAND - LOC-0031
528,28706321,2024-07-03,2024-07-01,,Senior Software Engineer,P-00740 Agency Temps,,Engineering,Technology (Jonathan Hyland),Technology,Minsk_EPAM,BELARUS,BELARUS - Minsk_EPAM
529,28861057,2024-07-31,2024-07-31,,Senior Data Engineer,P-02378 Senior Data Engineer,P4,Architecture,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
530,30622608,2025-05-15,2025-05-14,2025-06-18,Senior Software Engineer,P-02451 Senior Software Engineer (Position Vacate:06/17/2025),P4,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
531,18705708,2021-11-23,2021-11-15,,Senior QA Engineer,P-00763 Independent Contractor,,Engineering,Technology (Jonathan Hyland),Technology,Poland_EPAM,BELARUS,BELARUS - Poland_EPAM
532,27335108,2023-11-27,2023-11-22,,Data Infrastructure Engineer III,P-00031 Data Infrastructure Engineer III,P3,Infrastructure,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
533,30254332,2025-03-20,2025-03-19,,Software Engineer III,P-02474 Software Engineer III,P3,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
534,30490118,2025-04-22,2025-04-21,2025-07-29,Junior QA Engineer (Shadow worker),P-02569 Junior QA Engineer (Shadow worker) (Close:07/29/2025),,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-126,BELARUS,BELARUS - LOCATION-3-126
535,27345041,2023-11-30,2023-11-13,2024-04-25,Senior Data Engineer,P-02230 Softserve Consultant (Position Vacate:04/22/2024),,Engineering,Technology (Jonathan Hyland),Technology,Poland_EPAM,POLAND,POLAND - Poland_EPAM
536,28770986,2024-07-17,2024-07-17,2025-08-04,"Manager, Engineering","P-00620 Manager, Engineering (Position Vacate:07/31/2025)",M3,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
537,30527036,2025-05-01,2025-04-30,,Senior Technical Project Manager,P-02552 Senior Project Manager,P4,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
538,12608349,2020-02-11,2020-02-12,,Senior QA Engineer,P-00635 Senior QA Engineer,P4,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-349,IRELAND,IRELAND - LOCATION-3-349
539,28851892,2024-07-29,2024-07-25,2024-10-10,Consultant,P-02442 Consultant,,Architecture,Technology (Jonathan Hyland),Technology,LOCATION-3-63,UKRAINE,UKRAINE - LOCATION-3-63
540,22281370,2022-07-20,2022-07-19,,Systems Architect,P-01714 Principal Architect,P5,Architecture,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
541,9727546,2018-07-05,2018-07-04,2024-12-30,"Senior Manager, Engineering","P-00360 Senior Manager, Engineering (Position Vacate:12/27/2024)",M4,Architecture,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
542,15473088,2021-03-02,2021-02-15,,Software Engineer,P-00721 Independent Contractor,,Engineering,Technology (Jonathan Hyland),Technology,Poland_EPAM,BELARUS,BELARUS - Poland_EPAM
543,26229970,2023-05-23,2023-03-06,2023-08-14,DNU-CW-003,P-02058 DNU-CW-003,,,Technology (Jonathan Hyland),Technology,LOCATION-3-151,INDIA,INDIA - LOCATION-3-151
544,7128909,2016-08-23,2017-01-06,,"Manager, Engineering","P-01347 Manager, Engineering",M3,Architecture,Technology (Jonathan Hyland),Technology,LOC-0031,IRELAND,IRELAND - LOC-0031
545,12540694,2020-01-20,2020-01-22,,Principal Engineer,P-01351 Principal Software Engineer,P5,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
546,12270094,2019-11-07,2019-11-05,,Software Engineer,P-00760 Independent Contractor,,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-173,BELARUS,BELARUS - LOCATION-3-173
547,6887417,2016-05-26,2016-05-23,,"Senior Manager, Engineering","P-00560 Senior Manager, Engineering",M4,Engineering,Technology (Jonathan Hyland),Technology,LOC-0031,IRELAND,IRELAND - LOC-0031
548,30173257,2025-03-06,2025-02-26,2025-07-02,Senior QA Automation Engineer,P-02558 Senior QA Automation Engineer (Close:07/01/2025),,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-126,BELARUS,BELARUS - LOCATION-3-126
549,16735193,2021-08-27,2021-08-25,,QA Engineer III,P-01277 QA Engineer III,P3,Engineering,Technology (Jonathan Hyland),Technology,LOC-0031,IRELAND,IRELAND - LOC-0031
550,21181535,2022-04-27,2022-04-11,2023-05-08,Delivery Manager,P-01757 Spark HQ Contractor,,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-177,UNITED KINGDOM,UNITED KINGDOM - LOCATION-3-177
551,29245775,2024-10-09,2024-10-09,,Senior Software Engineer,P-02452 Senior Software Engineer (Position Vacate:09/05/2025),P4,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
552,21575501,2022-05-31,2022-05-30,2024-09-18,Senior Front End Developer,P-01820 Independent Contractor,,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-126,BELARUS,BELARUS - LOCATION-3-126
553,11900817,2019-09-13,2019-09-11,2025-08-04,"Senior Director, Architecture","P-02257 Senior Director, Architecture (Position Vacate:08/01/2025)",M6,Architecture,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
554,11267157,2019-06-12,2021-11-17,,Senior QA Automation Engineer,P-01132 Senior QA Engineer,P4,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
555,12797952,2020-04-14,2020-04-15,,Principal Engineer,P-01709 Principal Software Engineer,P5,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
556,28861056,2024-07-31,2024-07-31,,Senior Performance Test Engineer,P-00522 Senior Performance Test Engineer,P4,Engineering,Technology (Jonathan Hyland),Technology,UK_Remote,UNITED KINGDOM,UNITED KINGDOM - UK_Remote
557,2114676,2011-01-27,2011-01-10,,Principal Engineer,P-00051 Principal Software Engineer,P5,Engineering,Technology (Jonathan Hyland),Technology,LOC-0031,IRELAND,IRELAND - LOC-0031
558,29533474,2024-11-18,2024-11-18,2025-01-29,Senior DevOps Engineer,P-02513 Consultant,,Architecture,Technology (Jonathan Hyland),Technology,LOCATION-3-63,UKRAINE,UKRAINE - LOCATION-3-63
559,16307430,2021-07-29,2021-07-28,,Senior Software Engineer,P-00126 Senior Software Engineer,P4,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
560,22535587,2022-08-04,2022-07-27,2023-07-11,Data Engineer,P-01890 Agency Temps (Close:07/01/2023),,Architecture,Technology (Jonathan Hyland),Technology,Minsk_EPAM,BELARUS,BELARUS - Minsk_EPAM
561,10154014,2018-08-30,2018-08-29,,Senior Systems Engineer,P-00370 Senior Systems Engineer,P4,Infrastructure,Technology (Jonathan Hyland),Technology,LOC-0031,IRELAND,IRELAND - LOC-0031
562,10808940,2019-02-18,2019-02-13,,Software Engineer,P-00764 Independent Contractor,,Engineering,Technology (Jonathan Hyland),Technology,Minsk_EPAM,BELARUS,BELARUS - Minsk_EPAM
563,19538144,2022-01-19,2022-01-19,,Senior Software Engineer,P-01579 Independent Contractor,,Architecture,Technology (Jonathan Hyland),Technology,LOCATION-3-173,BELARUS,BELARUS - LOCATION-3-173
564,12367738,2019-12-03,2019-12-04,,Software Support Engineer III,P-01018 Software Support Engineer III,S4,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
565,19469385,2022-01-14,2022-01-13,2025-08-07,Senior Software Engineer,P-01560 Independent Contractor (Close:08/07/2025),,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-173,BELARUS,BELARUS - LOCATION-3-173
566,27196143,2023-10-25,2020-01-01,,Software Engineer,P-00695 Agency Temps,,Architecture,Technology (Jonathan Hyland),Technology,Poland_EPAM,POLAND,POLAND - Poland_EPAM
567,29464534,2024-11-06,2024-11-06,,Software Engineer II,P-02439 Software Engineer II,P2,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
568,29404728,2024-10-23,2024-10-23,,Software Engineer,P-02463 Software Engineer III,P3,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-349,IRELAND,IRELAND - LOCATION-3-349
569,29464536,2024-11-06,2024-11-06,,Software Engineer III,P-02425 Software Engineer III,P3,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
570,29992206,2025-01-23,2025-01-22,2025-03-24,Software Engineer III,P-02154 Software Engineer III (Position Vacate:03/21/2025),P3,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
571,16307434,2021-07-29,2021-07-01,,Software Engineer,P-01278 Independent Contractor,,Engineering,Technology (Jonathan Hyland),Technology,Minsk_EPAM,BELARUS,BELARUS - Minsk_EPAM
572,12906143,2020-04-30,2020-04-21,,Software Engineer,P-00785 Independent Contractor,,Engineering,Technology (Jonathan Hyland),Technology,Poland_EPAM,BELARUS,BELARUS - Poland_EPAM
573,24793308,2023-01-11,2023-01-09,,"Manager, Engineering","P-01902 Manager, Engineering",M3,Engineering,Technology (Jonathan Hyland),Technology,LOC-0031,IRELAND,IRELAND - LOC-0031
574,8023276,2017-04-13,2017-04-11,,Principal Engineer,P-00261 Principal Software Engineer,P5,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
575,12030811,2019-10-08,2019-10-25,2021-07-01,EPAM Contractor,EPAM Contractor (Position Vacate:06/30/2021),,TC- Engineering,Global Technology (Jonathan Hyland),Global Technology & Product,LOC-0005,BELARUS,BELARUS - LOC-0005
576,27345043,2023-11-30,2023-11-23,2025-08-05,Senior QA Engineer,P-02249 Softserve Consultant (Close:08/05/2025),,Architecture,Technology (Jonathan Hyland),Technology,LOCATION-3-63,UKRAINE,UKRAINE - LOCATION-3-63
577,3610608,2013-07-12,2013-07-10,,Helpdesk Engineer III,P-00107 Helpdesk Engineer III,S4,Infrastructure,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
578,6580161,2016-02-11,2016-02-01,2024-09-09,Principal Engineer,P-00801 Independent Contractor,,Architecture,Technology (Jonathan Hyland),Technology,LOCATION-3-164,BELARUS,BELARUS - LOCATION-3-164
579,552432,2006-05-19,2006-05-22,,"Director, Architecture","P-00018 Director, Architecture",M5,Architecture,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
580,16172680,2021-07-13,2023-11-06,,Senior QA Engineer,P-02178 Senior QA Engineer,P4,Architecture,Technology (Jonathan Hyland),Technology,LOC-0031,IRELAND,IRELAND - LOC-0031
581,28265675,2024-04-22,2024-04-22,2024-08-07,Agency Temps,P-02370 Agency Temps,,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-126,BELARUS,BELARUS - LOCATION-3-126
582,9775247,2018-07-13,2020-01-01,,Senior QA Automation Engineer,P-00775 Independent Contractor,,Engineering,Technology (Jonathan Hyland),Technology,Minsk_EPAM,BELARUS,BELARUS - Minsk_EPAM
583,12261226,2019-11-04,2019-11-06,2021-05-18,Software Engineer,Software Engineer (Position Vacate:05/14/2021),Salary,TC- Engineering,Global Technology & Product (Jonathan Hyland),Global Technology & Product,LOC-0003,IRELAND,IRELAND - LOC-0003
584,16237550,2021-07-22,2021-07-14,,Senior QA Engineer,P-01275 Independent Contractor,,Architecture,Technology (Jonathan Hyland),Technology,Minsk_EPAM,BELARUS,BELARUS - Minsk_EPAM
585,28908101,2024-08-12,2024-08-08,,Senior Software Engineer,P-02450 Consultant,,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-126,BELARUS,BELARUS - LOCATION-3-126
586,7532676,2016-12-12,2016-12-12,,Principal Cloud Infrastructure Engineer,P-01346 Principal Cloud Infrastructure Engineer,P5,Infrastructure,Technology (Jonathan Hyland),Technology,LOC-0031,IRELAND,IRELAND - LOC-0031
587,15934939,2021-06-03,2021-06-02,2024-02-02,"Senior Manager, Engineering","P-01176 Senior Manager, Engineering (Position Vacate:01/31/2024)",M4,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
588,28880352,2024-08-05,2024-08-01,2025-08-05,Consultant,P-02229 Consultant (Close:08/05/2025),,Architecture,Technology (Jonathan Hyland),Technology,Poland_EPAM,POLAND,POLAND - Poland_EPAM
589,10473676,2018-11-15,2018-11-15,,Senior Software Engineer,P-01046 Independent Contractor,,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-173,BELARUS,BELARUS - LOCATION-3-173
590,25014542,2023-01-31,2024-07-03,,Software Engineer I,P-02356 Software Engineer I,P1,Architecture,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
591,27559799,2024-01-04,2024-01-03,,Software Engineer,P-02225 Software Engineer III,P3,Engineering,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
592,22767243,2022-08-22,2023-07-01,2025-08-04,QA Engineer,P-01911 Independent Contractor (Close:08/02/2025),,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-126,BELARUS,BELARUS - LOCATION-3-126
593,2815695,2012-04-02,2012-04-02,,QA Engineer III,P-00074 QA Engineer III,P3,Engineering,Technology (Jonathan Hyland),Technology,LOC-0031,IRELAND,IRELAND - LOC-0031
594,4290098,2014-02-19,2011-01-24,,Senior Software Engineer,P-00731 Independent Contractor,,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-126,BELARUS,BELARUS - LOCATION-3-126
595,15473089,2021-03-02,2021-02-01,,Software Engineer,P-01144 Independent Contractor,,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-126,BELARUS,BELARUS - LOCATION-3-126
596,30050131,2025-02-06,2025-02-05,,Senior Security Engineer,P-01023 Senior IT Security Engineer,P4,InfoSec,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
597,3434373,2013-04-26,2013-04-23,,"Manager, Information Security","P-00102 Manager, Information Security",M3,InfoSec,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
598,11350084,2019-07-02,2019-07-03,2021-07-06,Software Engineer,Software Engineer (Position Vacate:07/02/2021),Salary,TC- Engineering,Global Technology (Jonathan Hyland),Global Technology & Product,LOC-0003,IRELAND,IRELAND - LOC-0003
599,28229060,2024-04-15,2024-04-08,2024-10-09,Senior Software Engineer,P-02351 Senior Data Engineer (Position Vacate:10/08/2024),,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-126,BELARUS,BELARUS - LOCATION-3-126
600,29702546,2024-12-11,2024-12-11,2025-07-02,Consultant,P-02538 Consultant (Close:07/01/2025),,Engineering,Technology (Jonathan Hyland),Technology,LOCATION-3-126,BELARUS,BELARUS - LOCATION-3-126
601,27628596,2024-01-11,2024-01-03,,Senior Data Infrastructure Engineer,P-01886 Senior Data Infrastructure Engineer,P4,Infrastructure,Technology (Jonathan Hyland),Technology,LOC-0003,IRELAND,IRELAND - LOC-0003
